borrower_id,month,income,credit_limit,balance,utilization,payment_amount,min_due,is_late,days_late,late_streak,credit_score,age
11,8,66514.19,9792.4,4597.91,0.4695,275.43,91.96,0,0,0,570,44
11,9,66514.19,9792.4,4763.0,0.4864,269.64,95.26,0,0,0,576,44
11,10,66514.19,9792.4,5082.29,0.519,115.3,101.65,0,0,0,578,44
11,11,66514.19,9792.4,5473.15,0.5589,248.38,109.46,0,0,0,582,44
12,0,24914.74,7929.75,1444.19,0.1821,71.77,28.88,0,0,0,628,33
12,1,24914.74,7929.75,1444.41,0.1822,42.83,28.89,0,0,0,631,33
12,2,24914.74,7929.75,1446.85,0.1825,45.33,28.94,0,0,0,633,33
12,3,24914.74,7929.75,1450.4,0.1829,54.44,29.01,0,0,0,635,33
12,4,24914.74,7929.75,1479.03,0.1865,77.78,29.58,0,0,0,634,33
12,5,24914.74,7929.75,1458.31,0.1839,61.96,29.17,0,0,0,639,33
12,6,24914.74,7929.75,1437.2,0.1812,58.22,28.74,0,0,0,639,33
12,7,24914.74,7929.75,1456.95,0.1837,35.14,29.14,0,0,0,637,33
12,8,24914.74,7929.75,1381.62,0.1742,52.78,27.63,0,0,0,637,33
12,9,24914.74,7929.75,1405.06,0.1772,34.37,28.1,0,0,0,637,33
12,10,24914.74,7929.75,1427.09,0.18,40.36,28.54,0,0,0,639,33
12,11,24914.74,7929.75,1413.21,0.1782,28.36,28.26,0,0,0,642,33
13,0,48784.41,7157.24,2229.09,0.3114,66.2,44.58,0,0,0,603,21
13,1,48784.41,7157.24,2200.45,0.3074,73.12,44.01,0,0,0,606,21
13,2,48784.41,7157.24,2162.62,0.3022,104.81,43.25,0,0,0,607,21
13,3,48784.41,7157.24,2198.49,0.3072,124.77,43.97,0,0,0,608,21
13,4,48784.41,7157.24,2245.03,0.3137,54.84,44.9,0,0,0,602,21
13,5,48784.41,7157.24,2302.61,0.3217,100.41,46.05,0,0,0,597,21
13,6,48784.41,7157.24,2320.09,0.3242,103.86,46.4,0,0,0,599,21
13,7,48784.41,7157.24,2315.86,0.3236,69.87,46.32,0,0,0,599,21
13,8,48784.41,7157.24,2281.84,0.3188,135.51,45.64,0,0,0,603,21
13,9,48784.41,7157.24,2252.62,0.3147,117.07,45.05,0,0,0,605,21
13,10,48784.41,7157.24,2321.56,0.3244,75.93,46.43,0,0,0,607,21
13,11,48784.41,7157.24,2350.41,0.3284,48.8,47.01,0,0,0,606,21
14,0,96059.84,14915.98,1968.02,0.1319,79.29,39.36,0,0,0,758,41
14,1,96059.84,14915.98,1951.28,0.1308,30.92,39.03,1,35,1,752,41
14,2,96059.84,14915.98,1946.4,0.1305,80.67,38.93,0,0,0,749,41
14,3,96059.84,14915.98,1925.96,0.1291,84.32,38.52,0,0,0,751,41
14,4,96059.84,14915.98,1926.63,0.1292,39.93,38.53,0,0,0,754,41
14,5,96059.84,14915.98,1953.03,0.1309,58.88,39.06,0,0,0,752,41
14,6,96059.84,14915.98,1896.09,0.1271,89.32,37.92,0,0,0,756,41
14,7,96059.84,14915.98,1923.62,0.129,114.14,38.47,0,0,0,756,41
14,8,96059.84,14915.98,1917.59,0.1286,34.44,38.35,1,59,1,750,41
14,9,96059.84,14915.98,1883.92,0.1263,104.72,37.68,0,0,0,749,41
14,10,96059.84,14915.98,1879.03,0.126,109.85,37.58,0,0,0,748,41
14,11,96059.84,14915.98,1919.01,0.1287,108.43,38.38,0,0,0,745,41
15,0,23277.95,8116.44,2486.41,0.3063,139.63,49.73,0,0,0,679,36
15,1,23277.95,8116.44,2453.43,0.3023,69.13,49.07,0,0,0,685,36
15,2,23277.95,8116.44,2448.29,0.3016,85.9,48.97,0,0,0,691,36
15,3,23277.95,8116.44,2455.04,0.3025,80.44,49.1,0,0,0,701,36
15,4,23277.95,8116.44,2508.19,0.309,110.54,50.16,0,0,0,700,36
15,5,23277.95,8116.44,2495.21,0.3074,87.55,49.9,0,0,0,701,36
15,6,23277.95,8116.44,2507.45,0.3089,118.81,50.15,0,0,0,696,36
15,7,23277.95,8116.44,2552.47,0.3145,61.15,51.05,0,0,0,696,36
15,8,23277.95,8116.44,2568.55,0.3165,72.13,51.37,0,0,0,692,36
15,9,23277.95,8116.44,2559.52,0.3154,77.75,51.19,0,0,0,693,36
15,10,23277.95,8116.44,2519.76,0.3105,116.16,50.4,0,0,0,688,36
15,11,23277.95,8116.44,2432.7,0.2997,77.34,48.65,0,0,0,688,36
16,0,53649.31,11790.6,2138.07,0.1813,115.1,42.76,0,0,0,611,23
16,1,53649.31,11790.6,2196.04,0.1863,66.17,43.92,0,0,0,611,23
16,2,53649.31,11790.6,2326.16,0.1973,114.92,46.52,0,0,0,613,23
16,3,53649.31,11790.6,2343.74,0.1988,118.13,46.87,0,0,0,613,23
16,4,53649.31,11790.6,2507.88,0.2127,62.26,50.16,0,0,0,613,23
16,5,53649.31,11790.6,2539.8,0.2154,136.79,50.8,0,0,0,611,23
16,6,53649.31,11790.6,2657.16,0.2254,79.21,53.14,0,0,0,614,23
16,7,53649.31,11790.6,2820.35,0.2392,94.69,56.41,0,0,0,616,23
16,8,53649.31,11790.6,3005.19,0.2549,79.49,60.1,0,0,0,614,23
16,9,53649.31,11790.6,3127.35,0.2652,127.3,62.55,0,0,0,620,23
16,10,53649.31,11790.6,3236.42,0.2745,120.99,64.73,0,0,0,621,23
16,11,53649.31,11790.6,3360.66,0.285,132.01,67.21,0,0,0,626,23
17,0,62057.63,3396.54,670.78,0.1975,24.16,13.42,0,0,0,673,49
17,1,62057.63,3396.54,732.31,0.2156,38.62,14.65,0,0,0,663,49
17,2,62057.63,3396.54,769.32,0.2265,43.72,15.39,0,0,0,660,49
17,3,62057.63,3396.54,823.76,0.2425,42.65,16.48,0,0,0,667,49
17,4,62057.63,3396.54,893.76,0.2631,25.45,17.88,0,0,0,668,49
17,5,62057.63,3396.54,951.82,0.2802,19.12,19.04,0,0,0,664,49
17,6,62057.63,3396.54,1027.87,0.3026,39.4,20.56,0,0,0,665,49
17,7,62057.63,3396.54,1109.43,0.3266,39.63,22.19,0,0,0,667,49
17,8,62057.63,3396.54,1181.56,0.3479,45.42,23.63,0,0,0,666,49
17,9,62057.63,3396.54,1248.53,0.3676,72.42,24.97,0,0,0,662,49
17,10,62057.63,3396.54,1360.4,0.4005,73.24,27.21,0,0,0,664,49
17,11,62057.63,3396.54,1437.84,0.4233,71.87,28.76,0,0,0,666,49
18,0,40412.08,11482.22,2797.95,0.2437,157.48,55.96,0,0,0,771,59
18,1,40412.08,11482.22,2789.21,0.2429,101.32,55.78,0,0,0,773,59
18,2,40412.08,11482.22,2783.98,0.2425,130.01,55.68,0,0,0,772,59
18,3,40412.08,11482.22,2820.69,0.2457,33.79,56.41,1,53,1,764,59
18,4,40412.08,11482.22,2721.86,0.237,127.15,54.44,0,0,0,765,59
18,5,40412.08,11482.22,2701.68,0.2353,84.67,54.03,0,0,0,767,59
18,6,40412.08,11482.22,2713.52,0.2363,113.11,54.27,0,0,0,761,59
18,7,40412.08,11482.22,2688.48,0.2341,81.2,53.77,0,0,0,761,59
18,8,40412.08,11482.22,2739.49,0.2386,98.59,54.79,0,0,0,760,59
18,9,40412.08,11482.22,2760.77,0.2404,151.85,55.22,0,0,0,763,59
18,10,40412.08,11482.22,2724.62,0.2373,147.56,54.49,0,0,0,761,59
18,11,40412.08,11482.22,2772.41,0.2415,125.56,55.45,0,0,0,759,59
19,0,39534.74,10170.38,3116.2,0.3064,92.27,62.32,0,0,0,623,43
19,1,39534.74,10170.38,3158.32,0.3105,137.19,63.17,0,0,0,623,43
19,2,39534.74,10170.38,3266.88,0.3212,177.79,65.34,0,0,0,622,43
19,3,39534.74,10170.38,3280.24,0.3225,170.25,65.6,0,0,0,627,43
19,4,39534.74,10170.38,3292.53,0.3237,81.09,65.85,0,0,0,627,43
19,5,39534.74,10170.38,3205.07,0.3151,83.84,64.1,0,0,0,631,43
19,6,39534.74,10170.38,3402.11,0.3345,201.52,68.04,0,0,0,632,43
19,7,39534.74,10170.38,3409.83,0.3353,105.11,68.2,0,0,0,633,43
19,8,39534.74,10170.38,3400.03,0.3343,181.23,68.0,0,0,0,635,43
19,9,39534.74,10170.38,3399.21,0.3342,136.07,67.98,0,0,0,638,43
19,10,39534.74,10170.38,3429.47,0.3372,205.69,68.59,0,0,0,638,43
19,11,39534.74,10170.38,3555.94,0.3496,210.04,71.12,0,0,0,642,43
20,0,62670.1,10393.39,3276.99,0.3153,163.69,65.54,0,0,0,711,24
20,1,62670.1,10393.39,3223.24,0.3101,83.02,64.46,0,0,0,712,24
20,2,62670.1,10393.39,3317.73,0.3192,137.2,66.35,0,0,0,710,24
20,3,62670.1,10393.39,3369.65,0.3242,48.4,67.39,1,22,1,703,24
20,4,62670.1,10393.39,3379.62,0.3252,178.87,67.59,0,0,0,703,24
20,5,62670.1,10393.39,3385.58,0.3257,179.18,67.71,0,0,0,703,24
20,6,62670.1,10393.39,3361.63,0.3234,120.28,67.23,0,0,0,707,24
20,7,62670.1,10393.39,3388.11,0.326,136.09,67.76,0,0,0,708,24
20,8,62670.1,10393.39,3527.08,0.3394,101.47,70.54,0,0,0,707,24
20,9,62670.1,10393.39,3551.53,0.3417,83.25,71.03,0,0,0,706,24
20,10,62670.1,10393.39,3647.51,0.3509,131.09,72.95,0,0,0,709,24
20,11,62670.1,10393.39,3691.63,0.3552,140.09,73.83,0,0,0,710,24
21,0,88360.6,500.0,138.45,0.2769,7.36,2.77,0,0,0,600,23
21,1,88360.6,500.0,136.72,0.2734,6.02,2.73,0,0,0,595,23
21,2,88360.6,500.0,135.83,0.2717,6.83,2.72,0,0,0,591,23
21,3,88360.6,500.0,133.18,0.2664,4.11,2.66,0,0,0,593,23
21,4,88360.6,500.0,129.11,0.2582,6.08,2.58,0,0,0,595,23
21,5,88360.6,500.0,128.53,0.2571,7.17,2.57,0,0,0,597,23
21,6,88360.6,500.0,129.57,0.2591,5.03,2.59,0,0,0,601,23
21,7,88360.6,500.0,128.35,0.2567,3.67,2.57,0,0,0,607,23
21,8,88360.6,500.0,124.66,0.2493,3.56,2.49,0,0,0,604,23
21,9,88360.6,500.0,120.84,0.2417,3.27,2.42,0,0,0,604,23
21,10,88360.6,500.0,118.76,0.2375,4.09,2.38,0,0,0,602,23
21,11,88360.6,500.0,123.67,0.2473,5.49,2.47,0,0,0,601,23
22,0,36848.8,500.0,155.23,0.3105,6.37,3.1,0,0,0,600,21
22,1,36848.8,500.0,151.25,0.3025,4.98,3.03,0,0,0,599,21
22,2,36848.8,500.0,151.8,0.3036,4.07,3.04,0,0,0,596,21
22,3,36848.8,500.0,147.06,0.2941,8.65,2.94,0,0,0,597,21
22,4,36848.8,500.0,146.91,0.2938,3.69,2.94,0,0,0,599,21
22,5,36848.8,500.0,147.62,0.2952,8.07,2.95,0,0,0,596,21
22,6,36848.8,500.0,151.47,0.3029,5.64,3.03,0,0,0,597,21
22,7,36848.8,500.0,149.08,0.2982,5.32,2.98,0,0,0,593,21
22,8,36848.8,500.0,150.83,0.3017,5.8,3.02,0,0,0,594,21
22,9,36848.8,500.0,147.51,0.295,4.99,2.95,0,0,0,594,21
22,10,36848.8,500.0,151.52,0.303,7.41,3.03,0,0,0,595,21
22,11,36848.8,500.0,152.79,0.3056,7.67,3.06,0,0,0,595,21
23,0,63884.54,10601.0,3457.36,0.3261,58.1,69.15,1,38,1,710,56
23,1,63884.54,10601.0,3434.85,0.324,185.78,68.7,0,0,0,704,56
23,2,63884.54,10601.0,3482.14,0.3285,62.21,69.64,1,7,1,694,56
23,3,63884.54,10601.0,3473.03,0.3276,147.96,69.46,0,0,0,695,56
23,4,63884.54,10601.0,3435.07,0.324,136.93,68.7,0,0,0,696,56
23,5,63884.54,10601.0,3485.76,0.3288,189.02,69.72,0,0,0,693,56
23,6,63884.54,10601.0,3410.97,0.3218,119.31,68.22,0,0,0,686,56
23,7,63884.54,10601.0,3445.54,0.325,146.7,68.91,0,0,0,679,56
23,8,63884.54,10601.0,3369.47,0.3178,117.26,67.39,0,0,0,678,56
23,9,63884.54,10601.0,3282.7,0.3097,175.65,65.65,0,0,0,680,56
23,10,63884.54,10601.0,3312.77,0.3125,69.43,66.26,0,0,0,682,56
23,11,63884.54,10601.0,3207.25,0.3025,85.11,64.15,0,0,0,681,56
24,0,26234.91,8915.08,1252.86,0.1405,72.53,25.06,0,0,0,739,41
24,1,26234.91,8915.08,1254.15,0.1407,29.13,25.08,0,0,0,741,41
24,2,26234.91,8915.08,1313.11,0.1473,48.8,26.26,0,0,0,743,41
24,3,26234.91,8915.08,1315.17,0.1475,78.57,26.3,0,0,0,750,41
24,4,26234.91,8915.08,1314.29,0.1474,42.15,26.29,0,0,0,750,41
24,5,26234.91,8915.08,1298.17,0.1456,69.45,25.96,0,0,0,752,41
24,6,26234.91,8915.08,1338.48,0.1501,55.41,26.77,0,0,0,751,41
24,7,26234.91,8915.08,1317.85,0.1478,49.82,26.36,0,0,0,754,41
24,8,26234.91,8915.08,1262.67,0.1416,34.82,25.25,0,0,0,756,41
24,9,26234.91,8915.08,1225.11,0.1374,67.0,24.5,0,0,0,759,41
24,10,26234.91,8915.08,1179.16,0.1323,63.3,23.58,0,0,0,755,41
24,11,26234.91,8915.08,1170.09,0.1312,48.94,23.4,0,0,0,756,41
25,0,88383.85,12904.14,2610.13,0.2023,133.63,52.2,0,0,0,505,34
25,1,88383.85,12904.14,2567.83,0.199,54.97,51.36,0,0,0,507,34
25,2,88383.85,12904.14,2464.62,0.191,70.85,49.29,0,0,0,507,34
25,3,88383.85,12904.14,2486.17,0.1927,73.23,49.72,0,0,0,507,34
25,4,88383.85,12904.14,2469.14,0.1913,68.65,49.38,0,0,0,510,34
25,5,88383.85,12904.14,2474.95,0.1918,111.47,49.5,0,0,0,512,34
25,6,88383.85,12904.14,2447.36,0.1897,133.54,48.95,0,0,0,516,34
25,7,88383.85,12904.14,2507.54,0.1943,72.81,50.15,0,0,0,519,34
25,8,88383.85,12904.14,2549.31,0.1976,129.58,50.99,0,0,0,519,34
25,9,88383.85,12904.14,2562.16,0.1986,118.19,51.24,0,0,0,517,34
25,10,88383.85,12904.14,2597.32,0.2013,126.95,51.95,0,0,0,520,34
25,11,88383.85,12904.14,2576.05,0.1996,62.58,51.52,0,0,0,516,34
26,0,47411.52,6240.05,706.86,0.1133,32.17,14.14,0,0,0,503,23
26,1,47411.52,6240.05,738.63,0.1184,41.27,14.77,0,0,0,502,23
26,2,47411.52,6240.05,732.67,0.1174,33.65,14.65,0,0,0,501,23
26,3,47411.52,6240.05,753.02,0.1207,40.85,15.06,0,0,0,502,23
26,4,47411.52,6240.05,778.73,0.1248,36.5,15.57,0,0,0,500,23
26,5,47411.52,6240.05,764.21,0.1225,40.11,15.28,0,0,0,501,23
26,6,47411.52,6240.05,743.36,0.1191,21.27,14.87,0,0,0,496,23
26,7,47411.52,6240.05,743.82,0.1192,33.53,14.88,0,0,0,490,23
26,8,47411.52,6240.05,739.82,0.1186,18.07,14.8,0,0,0,486,23
26,9,47411.52,6240.05,732.88,0.1174,23.2,14.66,0,0,0,488,23
26,10,47411.52,6240.05,733.41,0.1175,35.44,14.67,0,0,0,486,23
26,11,47411.52,6240.05,745.15,0.1194,19.3,14.9,0,0,0,487,23
27,0,48577.99,5509.84,1612.75,0.2927,85.19,32.26,0,0,0,614,33
27,1,48577.99,5509.84,1664.6,0.3021,64.42,33.29,0,0,0,616,33
27,2,48577.99,5509.84,1603.84,0.2911,52.21,32.08,0,0,0,617,33
27,3,48577.99,5509.84,1615.07,0.2931,51.87,32.3,0,0,0,612,33
27,4,48577.99,5509.84,1569.85,0.2849,89.8,31.4,0,0,0,616,33
27,5,48577.99,5509.84,1568.81,0.2847,94.06,31.38,0,0,0,608,33
27,6,48577.99,5509.84,1570.32,0.285,81.12,31.41,0,0,0,612,33
27,7,48577.99,5509.84,1616.82,0.2934,24.16,32.34,1,36,1,607,33
27,8,48577.99,5509.84,1635.95,0.2969,87.47,32.72,0,0,0,614,33
